caption_loss,fc_loss,loss
6.65625,0.546875,12.125
6.8125,0.58203125,12.625
6.875,0.56640625,12.5
6.5,0.640625,12.875
6.5625,0.57421875,12.3125
6.84375,0.57421875,12.625
6.375,0.609375,12.5
6.65625,0.6015625,12.625
6.84375,0.54296875,12.25
6.4375,0.546875,11.875
6.40625,0.55859375,12.0
6.875,0.57421875,12.625
6.96875,0.6015625,13.0
6.5625,0.53515625,11.875
6.71875,0.5546875,12.25
6.34375,0.60546875,12.375
6.5625,0.56640625,12.25
6.3125,0.58984375,12.25
6.28125,0.5703125,12.0
6.625,0.53125,11.9375
6.125,0.6015625,12.125
6.5625,0.546875,12.0
6.53125,0.6171875,12.75
6.5,0.6015625,12.5
6.71875,0.58984375,12.625
6.59375,0.58203125,12.375
6.90625,0.578125,12.6875
6.5,0.578125,12.25
6.5625,0.63671875,12.9375
6.5,0.55859375,12.125
6.65625,0.5625,12.25
6.59375,0.5625,12.25
6.34375,0.640625,12.75
6.375,0.58203125,12.1875
6.78125,0.55859375,12.375
6.53125,0.5625,12.125
6.34375,0.5625,12.0
6.59375,0.5390625,12.0
6.6875,0.54296875,12.125
6.4375,0.6328125,12.75
6.71875,0.6015625,12.75
6.46875,0.57421875,12.25
6.46875,0.53515625,11.8125
6.46875,0.578125,12.25
6.375,0.53515625,11.75
6.53125,0.5625,12.125
6.78125,0.53515625,12.125
6.1875,0.5703125,11.875
6.40625,0.5546875,12.0
6.4375,0.57421875,12.1875
6.53125,0.5703125,12.25
6.53125,0.52734375,11.8125
6.25,0.53125,11.5625
6.1875,0.57421875,11.9375
6.09375,0.515625,11.25
6.46875,0.5078125,11.5
6.0625,0.51171875,11.1875
6.46875,0.53125,11.75
6.40625,0.5859375,12.25
6.46875,0.56640625,12.125
6.09375,0.55078125,11.625
6.25,0.5234375,11.5
6.46875,0.61328125,12.625
5.9375,0.5703125,11.625
5.90625,0.546875,11.375
6.5625,0.546875,12.0
6.1875,0.55078125,11.6875
6.34375,0.54296875,11.75
6.09375,0.59375,12.0
5.8125,0.5234375,11.0625
6.34375,0.515625,11.5
5.8125,0.51953125,11.0
6.15625,0.56640625,11.8125
5.90625,0.515625,11.0625
6.28125,0.5859375,12.125
5.96875,0.546875,11.4375
6.0,0.546875,11.5
5.96875,0.61328125,12.125
6.28125,0.54296875,11.75
5.96875,0.56640625,11.625
6.46875,0.51953125,11.625
5.90625,0.546875,11.375
6.09375,0.5859375,12.0
6.1875,0.51953125,11.375
5.96875,0.55859375,11.5625
6.03125,0.6328125,12.375
6.125,0.53515625,11.5
6.25,0.59765625,12.25
6.28125,0.5390625,11.625
6.0625,0.55859375,11.625
6.25,0.490234375,11.125
6.15625,0.51171875,11.25
6.25,0.53515625,11.625
5.90625,0.53515625,11.25
5.75,0.55859375,11.375
6.375,0.486328125,11.25
6.1875,0.55078125,11.6875
6.125,0.5078125,11.1875
5.90625,0.5859375,11.75
6.0,0.5546875,11.5625
6.125,0.55859375,11.75
5.9375,0.58203125,11.75
5.96875,0.51171875,11.125
5.6875,0.5,10.6875
6.21875,0.484375,11.0625
5.84375,0.5078125,10.875
6.28125,0.5546875,11.875
5.90625,0.59375,11.875
6.21875,0.59765625,12.1875
6.03125,0.60546875,12.125
5.875,0.546875,11.375
6.125,0.49609375,11.125
5.84375,0.55078125,11.375
6.28125,0.50390625,11.3125
5.875,0.59765625,11.875
6.21875,0.55078125,11.75
5.6875,0.54296875,11.125
5.5625,0.53125,10.875
5.9375,0.55078125,11.4375
5.9375,0.62890625,12.25
6.15625,0.498046875,11.125
5.96875,0.52734375,11.25
5.84375,0.62109375,12.0625
5.75,0.55078125,11.25
6.21875,0.52734375,11.5
5.6875,0.5703125,11.375
5.9375,0.51953125,11.125
5.46875,0.5703125,11.125
5.65625,0.6015625,11.625
5.8125,0.54296875,11.25
5.96875,0.5234375,11.25
5.96875,0.55078125,11.5
6.125,0.4921875,11.0625
6.21875,0.5234375,11.5
5.84375,0.515625,11.0
5.78125,0.6171875,12.0
5.6875,0.51953125,10.875
5.59375,0.462890625,10.25
5.5625,0.51171875,10.6875
6.03125,0.51953125,11.25
5.8125,0.470703125,10.5
5.5,0.4921875,10.4375
5.9375,0.5234375,11.1875
5.65625,0.5390625,11.0
5.6875,0.515625,10.875
6.0,0.5390625,11.375
5.84375,0.51171875,11.0
6.09375,0.59765625,12.0625
5.625,0.54296875,11.0625
5.75,0.53515625,11.125
5.625,0.51171875,10.75
5.59375,0.5390625,11.0
6.21875,0.5390625,11.625
6.09375,0.5390625,11.5
5.71875,0.5078125,10.75
6.03125,0.53515625,11.375
5.21875,0.5390625,10.625
5.6875,0.5390625,11.0625
6.03125,0.5625,11.625
5.28125,0.453125,9.8125
5.34375,0.484375,10.1875
5.90625,0.5625,11.5
5.8125,0.5078125,10.875
5.9375,0.56640625,11.625
5.59375,0.54296875,11.0
5.46875,0.451171875,10.0
5.90625,0.53125,11.25
5.6875,0.486328125,10.5625
5.625,0.447265625,10.125
5.65625,0.58984375,11.5625
5.34375,0.58984375,11.25
5.625,0.5078125,10.6875
5.78125,0.5078125,10.875
5.6875,0.53125,11.0
5.25,0.474609375,10.0
5.6875,0.5625,11.3125
5.65625,0.447265625,10.125
5.53125,0.53125,10.875
5.84375,0.5859375,11.75
5.40625,0.58984375,11.3125
5.6875,0.466796875,10.375
5.90625,0.53125,11.25
5.125,0.53125,10.4375
5.625,0.59375,11.5625
5.65625,0.6171875,11.875
5.46875,0.52734375,10.75
5.46875,0.49609375,10.4375
5.625,0.46484375,10.25
5.625,0.5234375,10.875
5.75,0.53125,11.0625
5.6875,0.46484375,10.375
5.59375,0.443359375,10.0
5.5,0.46875,10.1875
5.40625,0.58203125,11.25
4.96875,0.46875,9.625
5.9375,0.52734375,11.25
5.40625,0.53125,10.75
5.46875,0.55859375,11.0625
5.8125,0.5234375,11.0625
5.625,0.5234375,10.875
5.3125,0.5,10.3125
6.03125,0.4921875,11.0
5.4375,0.490234375,10.375
5.8125,0.52734375,11.125
5.59375,0.431640625,9.875
5.3125,0.5,10.3125
5.5,0.4921875,10.4375
5.46875,0.49609375,10.4375
5.5625,0.48828125,10.4375
5.625,0.52734375,10.875
5.5,0.58203125,11.3125
